,x
1,5
2,0
3,1
4,-1
5,1
6,-3
7,-5
8,0
9,1
10,-38
11,0
12,0
13,0
14,4
15,-3
16,4
17,4
18,-2
19,-1
20,3
21,-8
22,5
23,1
24,-3
25,-3
26,10
27,-2
28,7
29,3
30,0
31,0
32,0
33,0
34,-2
35,0
36,0
37,-10
38,-7
39,3
40,-2
41,9
42,0
43,3
44,12
,-0.318181818
