,x
1,5
2,0
3,1
4,6
5,1
6,-1
7,6
8,3
9,5
10,0
11,-2
12,-5
13,-10
14,5
15,0
16,-3
17,0
18,5
19,-2
20,3
21,-1
22,0
23,-14
24,-10
25,-2
26,0
27,-5
28,-8
29,7
30,-1
31,1
32,-2
33,0
34,1
35,-1
36,3
37,-5
38,-5
39,0
40,-1
41,-10
42,0
43,-49
44,5
45,-20
46,-2
47,0
48,-3
49,-2
,-2.183673469
