,x
1,-1
2,4
3,2
4,-1
5,10
6,-13
7,-2
8,-1
9,-3
10,1
11,-18
12,-4
13,4
14,-1
15,-4
16,-12
17,-7
18,-9
19,2
20,-4
21,1
22,0
23,-3
24,-6
25,-7
26,5
27,-2
28,-5
29,0
30,-5
31,-2
32,-2
33,0
34,-2
35,-2
36,2
37,-7
,-2.486486486
