,x
1,2
2,2
3,-19
4,-13
5,-7
6,-1
7,25
8,5
9,-1
10,7
11,10
12,-2
13,0
14,-6
15,2
16,0
17,11
18,-9
19,-3
20,0
21,-4
22,0
23,-6
24,3
25,-1
26,0
27,0
28,-1
,-0.214285714
